,tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source,gps
2613,Someone give me 1 good reason why I shouldnt get an everything is awful facemask https://t.co/KtFvDEUexy,1.257457488347136e+18,SocialDistancingMatt,,,2020-05-04,3.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='946ccd22e1c9cda1', url='https://api.twitter.com/1.1/geo/id/946ccd22e1c9cda1.json', place_type='city', name='Pittsburgh', full_name='Pittsburgh, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.095586, 40.3615796], [-79.8657933, 40.3615796], [-79.8657933, 40.501198], [-80.095586, 40.501198]]]), attributes={})",Twitter for Android,"[40.4313888, -79.98068965]"
2620,The temporary #newnormal #facemask #atwork look. These are required until further notice so I’ll still be working f… https://t.co/tGRP49xSnA,1.2574572148198769e+18,Rich,"Ohio, USA","{'type': 'Point', 'coordinates': [-83.7032, 41.7114]}",2020-05-04,0.0,"{'type': 'Point', 'coordinates': [41.7114, -83.7032]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='01a11db77ef99e2a', url='https://api.twitter.com/1.1/geo/id/01a11db77ef99e2a.json', place_type='city', name='Sylvania', full_name='Sylvania, OH', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-83.77959, 41.658626], [-83.644903, 41.658626], [-83.644903, 41.7274627], [-83.77959, 41.7274627]]]), attributes={})",Instagram,"[41.693044349999994, -83.71224649999999]"
2624,Security guard shot and killed after telling customer to use #facemask #flint https://t.co/DAYeFLMxMI,1.2574569897954673e+18,Lance Kelley,"Kalamazoo,MI",,2020-05-04,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='413ef5a0d23bfe4f', url='https://api.twitter.com/1.1/geo/id/413ef5a0d23bfe4f.json', place_type='city', name='Kalamazoo', full_name='Kalamazoo, MI', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-85.649602, 42.215555], [-85.481775, 42.215555], [-85.481775, 42.365493], [-85.649602, 42.365493]]]), attributes={})",Twitter for Android,"[42.290524000000005, -85.56568850000001]"
2667,My favorite covid19 disinfectant is electronics grade isopropyl alcohol.  It is the most pure form of isopropyl alc… https://t.co/XuOejISuXu,1.2603545771671183e+18,Luke Evans Simon,"San Francisco, CA",,2020-05-12,4.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='697a6a59f44fe6e5', url='https://api.twitter.com/1.1/geo/id/697a6a59f44fe6e5.json', place_type='city', name='Emerald Lake Hills', full_name='Emerald Lake Hills, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-122.28205, 37.454369], [-122.255485, 37.454369], [-122.255485, 37.477822], [-122.28205, 37.477822]]]), attributes={})",Twitter for iPhone,"[37.4660955, -122.2687675]"
2694,"👐 Hand sanitizer with Vitamin E and Aloe Vera. Made with 70% isopropyl alcohol.  250ml bottle.  

😷 We have disposa… https://t.co/DzY2jqFE7s",1.2603096991503483e+18,Rolling Spokes,215-6th St Brandon MB,"{'type': 'Point', 'coordinates': [-99.9619, 49.8494]}",2020-05-12,0.0,"{'type': 'Point', 'coordinates': [49.8494, -99.9619]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='626695e48d21858b', url='https://api.twitter.com/1.1/geo/id/626695e48d21858b.json', place_type='city', name='Brandon', full_name='Brandon, Manitoba', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-100.008104, 49.810856], [-99.805006, 49.810856], [-99.805006, 49.916144], [-100.008104, 49.916144]]]), attributes={})",Instagram,"[49.8635, -99.906555]"
2741,So it was worth standing in line because today I hit the Costco jackpot. They had everything. hand sanitizer isopro… https://t.co/wmalztlaaW,1.260249784495063e+18,Edward Garren,"Los Angeles, CA  United States","{'type': 'Point', 'coordinates': [-118.33342164, 33.94283183]}",2020-05-12,0.0,"{'type': 'Point', 'coordinates': [33.94283183, -118.33342164]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='97e336e1e3ed9e1e', url='https://api.twitter.com/1.1/geo/id/97e336e1e3ed9e1e.json', place_type='city', name='Inglewood', full_name='Inglewood, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-118.378887, 33.9253169], [-118.3134177, 33.9253169], [-118.3134177, 33.9819502], [-118.378887, 33.9819502]]]), attributes={})",Instagram,"[33.95363355, -118.34615235000001]"
2742,Any good recommendations for a bong cleaning solution? Not being able to get any isopropyl alcohol is really starti… https://t.co/yciLX3Fa1v,1.260249550406779e+18,Garrett Sasse,"Pittsburgh, PA",,2020-05-12,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='017bc4d00fe2e584', url='https://api.twitter.com/1.1/geo/id/017bc4d00fe2e584.json', place_type='city', name='Irwin', full_name='Irwin, PA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-79.7171616, 40.295555], [-79.6764841, 40.295555], [-79.6764841, 40.335731], [-79.7171616, 40.335731]]]), attributes={})",Twitter for iPhone,"[40.315643, -79.69682284999999]"
2762,@Steeltown_Worms I just googled “isopropyl alcohol oil”and discovered 2 possible answers: isopropyl alcohol dissolv… https://t.co/TlTNHid9s8,1.2599924060674212e+18,Dr Allison Sekuler 🧠 👁🥁,"Hamilton, Ontario",,2020-05-11,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='4939b600461c30a4', url='https://api.twitter.com/1.1/geo/id/4939b600461c30a4.json', place_type='city', name='Hamilton', full_name='Hamilton, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.248423, 43.050553], [-79.578618, 43.050553], [-79.578618, 43.470838], [-80.248423, 43.470838]]]), attributes={})",Twitter for iPhone,"[43.2606955, -79.9135205]"
2875,@shannonrwatts @nick__puckett I need a bath in isopropyl alcohol after watching that.,1.2595946549636956e+18,Casey Carsten 😷🐘,"N. Minneapolis, MN",,2020-05-10,15.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='8e9665cec9370f0f', url='https://api.twitter.com/1.1/geo/id/8e9665cec9370f0f.json', place_type='city', name='Minneapolis', full_name='Minneapolis, MN', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-93.329515, 44.889964], [-93.194578, 44.889964], [-93.194578, 45.051257], [-93.329515, 45.051257]]]), attributes={})",Twitter for iPad,"[44.9706105, -93.2620465]"
2879,"Jeep is packed and ready to unload more isopropyl alcohol (limit 1), hydrogen peroxide (limit 1), gloves (limit 1 b… https://t.co/aL1HmQfMFp",1.2595865479235215e+18,501 Pharmacy,,"{'type': 'Point', 'coordinates': [-79.06188, 35.91572]}",2020-05-10,1.0,"{'type': 'Point', 'coordinates': [35.91572, -79.06188]}","Place(_api=<tweepy.api.API object at 0x11430af10>, id='23ebe811ea93fd41', url='https://api.twitter.com/1.1/geo/id/23ebe811ea93fd41.json', place_type='city', name='Chapel Hill', full_name='Chapel Hill, NC', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-79.0831529, 35.869376], [-78.968887, 35.869376], [-78.968887, 35.969507], [-79.0831529, 35.969507]]]), attributes={})",Instagram,"[35.9194415, -79.02601995]"
2886,"I accidentally invented the #PandemicShoppingSubstitution game.  

Can you figure out why these 6 items are listed… https://t.co/ih0HJiMeNJ",1.2595837590803948e+18,Dr Allison Sekuler 🧠 👁🥁,"Hamilton, Ontario",,2020-05-10,7.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='4939b600461c30a4', url='https://api.twitter.com/1.1/geo/id/4939b600461c30a4.json', place_type='city', name='Hamilton', full_name='Hamilton, Ontario', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-80.248423, 43.050553], [-79.578618, 43.050553], [-79.578618, 43.470838], [-80.248423, 43.470838]]]), attributes={})",Twitter for iPhone,"[43.2606955, -79.9135205]"
2965,"@ALL_CAPS Isopropyl Alcohol if you have it, or nail polish remover if you have that, rinse clean with water quickly… https://t.co/Shoem4niYL",1.2592525178016154e+18,🚴🏻‍♂️ 📷 Ian Alexander Martin 📸 🎸,"Vancouver, BC, Canada",,2020-05-09,1.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='00dbbae2332899aa', url='https://api.twitter.com/1.1/geo/id/00dbbae2332899aa.json', place_type='neighborhood', name='Mount Pleasant', full_name='Mount Pleasant, Vancouver', country_code='CA', country='Canada', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-123.115018, 49.2562217], [-123.0759311, 49.2562217], [-123.0759311, 49.272937], [-123.115018, 49.272937]]]), attributes={})",Tweetbot for iΟS,"[49.264579350000005, -123.09547455]"
3054,Just bought at #cvs rubbing #alcohol - I didn't know that was a highly sought article. It is in fact isopropyl alco… https://t.co/crN6Qh9Ixh,1.2589051281380884e+18,Pascal Gienger,"Far Rockaway, Queens",,2020-05-08,2.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='00c39537733fa112', url='https://api.twitter.com/1.1/geo/id/00c39537733fa112.json', place_type='city', name='Queens', full_name='Queens, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]]), attributes={})",Twitter for Android,"[40.670879549999995, -73.8311875]"
